Idx,Date,Hist,Pred,Text
A._R._Rahman,2015/10/09,"[8144, 7933, 8359, 8646, 9686, 12778, 12572, 9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968]","[8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/10,"[7933, 8359, 8646, 9686, 12778, 12572, 9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624]","[9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/11,"[8359, 8646, 9686, 12778, 12572, 9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754]","[9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/12,"[8646, 9686, 12778, 12572, 9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279]","[9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/13,"[9686, 12778, 12572, 9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532]","[10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/14,"[12778, 12572, 9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853]","[9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/15,"[12572, 9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086]","[10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/16,"[9696, 8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129]","[11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/17,"[8518, 7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689]","[10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/18,"[7909, 7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214]","[9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/19,"[7076, 7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872]","[10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/20,"[7797, 8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836]","[9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/21,"[8347, 8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979]","[9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240, 13642]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/22,"[8971, 7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598]","[8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240, 13642, 11566]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/23,"[7645, 8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736]","[9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240, 13642, 11566, 11342]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/24,"[8848, 7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712]","[10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240, 13642, 11566, 11342, 9331]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/25,"[7553, 7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393]","[9841, 19615, 16066, 14008, 13711, 13043, 10240, 13642, 11566, 11342, 9331, 9738]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/26,"[7629, 8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841]","[19615, 16066, 14008, 13711, 13043, 10240, 13642, 11566, 11342, 9331, 9738, 9345]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/27,"[8201, 10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615]","[16066, 14008, 13711, 13043, 10240, 13642, 11566, 11342, 9331, 9738, 9345, 9544]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/28,"[10603, 10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066]","[14008, 13711, 13043, 10240, 13642, 11566, 11342, 9331, 9738, 9345, 9544, 9668]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/29,"[10137, 15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008]","[13711, 13043, 10240, 13642, 11566, 11342, 9331, 9738, 9345, 9544, 9668, 8542]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/30,"[15872, 19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711]","[13043, 10240, 13642, 11566, 11342, 9331, 9738, 9345, 9544, 9668, 8542, 7651]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/10/31,"[19074, 10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043]","[10240, 13642, 11566, 11342, 9331, 9738, 9345, 9544, 9668, 8542, 7651, 10376]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/11/01,"[10592, 8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240]","[13642, 11566, 11342, 9331, 9738, 9345, 9544, 9668, 8542, 7651, 10376, 8549]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/11/02,"[8123, 8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240, 13642]","[11566, 11342, 9331, 9738, 9345, 9544, 9668, 8542, 7651, 10376, 8549, 8181]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
A._R._Rahman,2015/11/03,"[8460, 8578, 8691, 7979, 8339, 8757, 9258, 11794, 10345, 10688, 10258, 16478, 15469, 16467, 11805, 12741, 10983, 9649, 11622, 9331, 8951, 8486, 7933, 8843, 8050, 8929, 8347, 7238, 8038, 8377, 9182, 8128, 7788, 10125, 8968, 8624, 9754, 9279, 9532, 10853, 9086, 10129, 11689, 10214, 9872, 10836, 9979, 9598, 8736, 9712, 10393, 9841, 19615, 16066, 14008, 13711, 13043, 10240, 13642, 11566]","[11342, 9331, 9738, 9345, 9544, 9668, 8542, 7651, 10376, 8549, 8181, 8109]","Allah Rakha Rahman is an Indian music composer, record producer, singer, songwriter, musician, multi-instrumentalist, and philanthropist known for his works in Indian cinema; predominantly in Tamil and Hindi films, with occasional forays in international cinema. He is a recipient of six National Film Awards, two Academy Awards, two Grammy Awards, a BAFTA Award, a Golden Globe Award, six Tamil Nadu State Film Awards, fifteen Filmfare Awards, and eighteen Filmfare Awards South. In 2010, the Government of India conferred him with the Padma Bhushan, the nation's third-highest civilian award."
